date,temp_max_c,temp_min_c,humidity_pct
2023-01-05,19.2,12.2,59.7
2023-01-06,19.4,7.7,60.9
2023-01-07,16.0,7.1,60.2
2023-01-08,18.0,11.0,57.3
2023-01-09,23.0,11.6,57.4
2023-01-10,18.0,9.9,60.7
2023-01-11,19.3,5.0,53.5
2023-01-12,18.4,9.0,53.6
2023-01-13,21.2,7.3,56.8
2023-01-14,15.5,6.0,51.0
2023-01-15,17.7,7.8,52.2
2023-01-16,20.2,9.9,55.3
2023-01-17,19.4,8.1,51.1
2023-01-18,16.5,8.5,50.5
2023-01-19,18.5,10.1,57.2
2023-01-20,21.5,7.8,46.2
2023-01-21,17.1,11.9,57.8
2023-01-22,18.3,10.9,53.3
2023-01-23,22.1,8.5,53.4
2023-01-24,20.3,7.5,54.3
2023-01-25,22.6,9.7,50.6
2023-01-26,18.6,9.0,52.0
2023-01-27,19.8,10.8,55.2
2023-01-28,20.7,9.5,55.6
2023-01-29,17.7,10.4,60.4
2023-01-30,18.3,7.9,57.1
2023-01-31,19.3,10.7,57.0
2023-02-01,20.8,8.1,50.0
2023-02-02,21.3,8.3,41.5
2023-02-03,17.8,11.0,45.8
2023-02-04,15.1,8.8,44.9
2023-02-05,20.9,10.1,46.1
2023-02-06,22.4,11.5,46.6
2023-02-07,23.9,9.9,44.0
2023-02-08,21.4,8.1,46.3
2023-02-09,19.2,9.5,48.3
2023-02-10,16.7,10.6,48.5
2023-02-11,20.7,11.1,48.9
2023-02-12,20.4,8.7,50.4
2023-02-13,22.4,8.0,44.6
2023-02-14,18.9,11.2,45.2
2023-02-15,18.8,12.2,49.3
2023-02-16,21.5,10.4,46.8
2023-02-17,21.1,11.3,49.3
2023-02-18,20.3,10.2,55.0
2023-02-19,20.1,8.2,47.9
2023-02-20,19.0,13.8,50.0
2023-02-21,22.1,10.6,55.4
2023-02-22,19.2,10.0,40.8
2023-02-23,23.3,10.0,54.6
2023-02-24,20.6,8.6,44.6
2023-02-25,22.5,8.9,48.5
2023-02-26,19.8,9.1,45.2
2023-02-27,24.0,8.6,48.8
2023-02-28,22.5,9.0,41.4
2023-03-01,26.8,14.5,41.0
2023-03-02,21.9,13.3,41.8
2023-03-03,22.6,11.5,32.4
2023-03-04,22.6,10.4,36.7
2023-03-05,25.1,12.4,48.8
2023-03-06,19.2,11.1,38.6
2023-03-07,26.5,13.5,42.4
2023-03-08,24.2,11.0,39.9
2023-03-09,23.3,8.5,49.6
2023-03-10,25.4,15.0,46.9
2023-03-11,25.0,13.2,35.1
2023-03-12,22.2,13.3,40.4
2023-03-13,21.1,12.0,36.7
2023-03-14,24.1,14.3,37.4
2023-03-15,23.2,12.8,41.8
2023-03-16,24.4,10.9,40.6
2023-03-17,19.7,11.8,47.1
2023-03-18,22.0,11.8,44.8
2023-03-19,26.3,13.7,38.3
2023-03-20,23.3,14.5,40.0
2023-03-21,24.6,10.9,39.3
2023-03-22,18.7,11.3,33.0
2023-03-23,22.2,10.7,47.4
2023-03-24,25.4,12.6,39.8
2023-03-25,21.5,12.7,38.6
2023-03-26,23.8,13.4,41.1
2023-03-27,24.0,10.6,46.2
2023-03-28,25.0,13.1,48.5
2023-03-29,21.1,12.1,44.5
2023-03-30,24.7,12.5,43.8
2023-03-31,21.3,11.9,46.6
2023-04-01,28.9,15.8,43.3
2023-04-02,25.9,16.6,46.1
2023-04-03,28.6,14.9,42.0
2023-04-04,28.2,14.9,40.6
2023-04-05,26.0,17.0,35.0
2023-04-06,28.0,17.1,39.8
2023-04-07,29.5,18.0,46.1
2023-04-08,32.9,15.3,43.6
2023-04-09,26.0,17.2,45.2
2023-04-10,27.7,16.7,43.3
2023-04-11,28.8,15.2,46.0
2023-04-12,26.6,16.3,43.8
2023-04-13,29.5,18.3,45.9
2023-04-14,29.9,18.6,42.9
2023-04-15,26.8,15.6,41.0
2023-04-16,29.4,13.6,49.2
2023-04-17,26.2,14.5,41.7
2023-04-18,29.4,18.2,40.8
2023-04-19,29.7,17.1,36.9
2023-04-20,26.7,15.4,44.0
2023-04-21,28.5,17.8,37.7
2023-04-22,30.4,16.1,43.3
2023-04-23,29.1,16.3,38.0
2023-04-24,31.3,16.0,41.9
2023-04-25,30.2,14.8,36.6
2023-04-26,29.0,17.9,35.6
2023-04-27,27.2,14.7,38.3
2023-04-28,27.1,14.9,42.1
2023-04-29,27.1,16.1,35.1
2023-04-30,28.7,16.8,31.8
2023-05-01,33.2,19.4,41.7
2023-05-02,33.5,19.7,36.7
2023-05-03,32.8,20.0,47.2
2023-05-04,30.6,18.2,36.4
2023-05-05,33.0,17.6,38.0
2023-05-06,34.5,22.2,33.6
2023-05-07,36.1,17.8,44.7
2023-05-08,33.7,20.8,41.1
2023-05-09,31.6,19.0,45.1
2023-05-10,31.4,19.6,41.9
2023-05-11,33.4,19.1,44.4
2023-05-12,34.5,18.7,40.5
2023-05-13,29.2,17.8,35.8
2023-05-14,34.3,17.5,39.1
2023-05-15,34.0,20.5,46.9
2023-05-16,31.5,19.4,46.3
2023-05-17,31.5,18.8,37.0
2023-05-18,31.9,20.1,42.3
2023-05-19,32.4,18.3,48.1
2023-05-20,34.4,17.3,50.7
2023-05-21,32.3,18.9,40.0
2023-05-22,32.0,20.0,36.1
2023-05-23,33.1,18.6,49.0
2023-05-24,33.8,19.7,44.1
2023-05-25,34.2,19.3,32.1
2023-05-26,33.8,18.6,44.8
2023-05-27,33.6,18.3,38.4
2023-05-28,31.2,19.5,41.5
2023-05-29,31.5,18.6,43.4
2023-05-30,31.9,18.9,39.5
2023-05-31,28.4,19.2,42.2
2023-06-01,36.5,22.9,44.5
2023-06-02,35.6,22.0,51.0
2023-06-03,32.8,23.2,46.7
2023-06-04,33.0,22.6,51.8
2023-06-05,35.9,19.8,50.8
2023-06-06,40.2,21.8,46.4
2023-06-07,36.0,18.5,42.6
2023-06-08,33.0,21.1,44.8
2023-06-09,34.6,21.9,53.5
2023-06-10,35.4,20.8,39.9
2023-06-11,35.8,19.4,43.0
2023-06-12,35.0,20.6,48.9
2023-06-13,36.0,21.4,47.7
2023-06-14,34.5,21.5,50.6
2023-06-15,33.1,21.4,46.9
2023-06-16,34.8,22.0,49.2
2023-06-17,37.5,21.5,49.6
2023-06-18,34.4,21.7,43.5
2023-06-19,35.0,20.7,47.7
2023-06-20,42.3,22.3,44.1
2023-06-21,34.2,17.9,45.0
2023-06-22,33.0,22.6,45.2
2023-06-23,31.3,22.2,48.3
2023-06-24,35.1,18.6,49.8
2023-06-25,34.6,19.0,52.4
2023-06-26,38.9,23.6,50.0
2023-06-27,33.8,18.3,41.3
2023-06-28,31.8,19.7,50.6
2023-06-29,32.9,21.9,47.0
2023-06-30,34.2,20.8,52.7
2023-07-01,37.1,21.9,58.5
2023-07-02,36.8,23.5,58.1
2023-07-03,36.0,20.7,59.6
2023-07-04,36.8,21.3,54.9
2023-07-05,36.2,22.2,55.0
2023-07-06,35.2,26.4,60.8
2023-07-07,37.2,22.3,59.6
2023-07-08,38.7,19.5,53.3
2023-07-09,37.8,21.2,61.1
2023-07-10,35.7,21.4,57.6
2023-07-11,41.1,21.5,53.4
2023-07-12,37.3,24.2,50.2
2023-07-13,37.3,22.7,55.7
2023-07-14,37.3,20.2,57.4
2023-07-15,39.4,23.6,58.7
2023-07-16,37.2,22.3,52.9
2023-07-17,35.9,20.0,50.5
2023-07-18,38.1,23.5,58.8
2023-07-19,34.6,19.7,51.1
2023-07-20,37.6,21.9,52.0
2023-07-21,34.6,23.7,55.3
2023-07-22,34.4,21.1,57.0
2023-07-23,36.4,20.4,51.2
2023-07-24,36.5,21.0,47.8
2023-07-25,36.0,19.6,60.5
2023-07-26,34.5,23.1,56.2
2023-07-27,36.1,21.6,56.0
2023-07-28,36.7,22.7,49.6
2023-07-29,34.3,21.0,56.1
2023-07-30,43.7,21.5,52.9
2023-07-31,36.2,24.0,61.3
2023-08-01,37.6,22.9,57.4
2023-08-02,35.9,25.2,65.4
2023-08-03,37.0,24.0,68.2
2023-08-04,35.7,19.1,64.1
2023-08-05,35.3,22.5,59.2
2023-08-06,35.4,22.9,61.1
2023-08-07,38.8,23.5,59.9
2023-08-08,34.0,21.6,54.0
2023-08-09,37.2,22.5,53.1
2023-08-10,33.8,22.8,60.2
2023-08-11,34.7,22.9,62.7
2023-08-12,33.5,20.2,65.5
2023-08-13,34.2,22.3,66.1
2023-08-14,38.1,20.1,62.6
2023-08-15,34.3,22.7,60.8
2023-08-16,34.5,21.6,57.3
2023-08-17,35.4,20.2,66.5
2023-08-18,34.8,21.3,59.4
2023-08-19,33.4,23.6,57.9
2023-08-20,37.9,22.8,56.8
2023-08-21,33.2,23.4,61.8
2023-08-22,35.9,23.1,53.9
2023-08-23,34.5,22.6,57.0
2023-08-24,32.2,23.0,64.0
2023-08-25,35.7,24.9,59.9
2023-08-26,35.3,21.7,66.6
2023-08-27,35.0,21.8,63.7
2023-08-28,33.6,22.4,64.4
2023-08-29,41.1,20.3,59.6
2023-08-30,34.2,23.5,63.4
2023-08-31,36.8,21.9,66.0
2023-09-01,31.4,22.9,73.2
2023-09-02,35.0,22.1,69.4
2023-09-03,33.6,20.4,69.2
2023-09-04,35.5,21.0,76.0
2023-09-05,30.4,21.2,62.2
2023-09-06,30.0,21.5,66.9
2023-09-07,32.2,19.7,67.2
2023-09-08,30.3,20.9,66.0
2023-09-09,30.9,21.7,60.7
2023-09-10,34.0,21.5,70.3
2023-09-11,33.4,22.3,67.1
2023-09-12,31.2,21.7,65.0
2023-09-13,32.5,21.3,64.5
2023-09-14,34.9,19.0,73.0
2023-09-15,33.1,23.5,72.6
2023-09-16,34.4,21.6,68.6
2023-09-17,30.7,20.4,64.4
2023-09-18,31.9,21.0,65.0
2023-09-19,33.4,20.8,66.3
2023-09-20,33.9,21.8,62.8
2023-09-21,32.6,25.2,68.2
2023-09-22,34.0,19.9,72.0
2023-09-23,35.9,22.0,67.6
2023-09-24,33.2,18.5,70.5
2023-09-25,32.6,21.7,69.6
2023-09-26,33.6,24.1,71.8
2023-09-27,32.0,22.0,70.7
2023-09-28,33.3,23.1,66.7
2023-09-29,30.1,19.7,69.7
2023-09-30,31.4,21.4,62.1
2023-10-01,29.9,17.8,66.5
2023-10-02,28.2,17.8,73.8
2023-10-03,29.6,17.9,70.8
2023-10-04,30.8,18.8,77.1
2023-10-05,27.9,19.3,70.7
2023-10-06,28.1,19.0,73.5
2023-10-07,30.9,18.8,66.7
2023-10-08,29.5,18.7,76.8
2023-10-09,29.4,18.4,76.4
2023-10-10,29.3,17.5,71.3
2023-10-11,30.6,18.4,63.5
2023-10-12,28.5,19.6,67.2
2023-10-13,30.7,18.4,67.0
2023-10-14,30.6,15.2,61.9
2023-10-15,26.4,18.9,69.1
2023-10-16,30.3,18.1,70.7
2023-10-17,28.2,17.6,74.1
2023-10-18,30.6,16.3,72.4
2023-10-19,32.8,19.2,66.4
2023-10-20,30.5,18.5,68.9
2023-10-21,30.9,19.9,68.1
2023-10-22,29.4,17.6,70.2
2023-10-23,32.0,17.6,72.4
2023-10-24,29.6,18.3,65.7
2023-10-25,30.3,16.7,73.0
2023-10-26,29.0,18.4,68.3
2023-10-27,27.7,16.8,70.2
2023-10-28,29.0,18.6,69.0
2023-10-29,30.6,18.4,70.6
2023-10-30,28.8,18.1,72.7
2023-10-31,27.9,16.5,71.7
2023-11-01,24.9,14.2,69.1
2023-11-02,21.9,12.8,68.1
2023-11-03,24.1,12.5,70.0
2023-11-04,20.8,15.9,64.0
2023-11-05,23.2,12.7,62.8
2023-11-06,23.6,11.6,66.8
2023-11-07,24.5,13.8,68.1
2023-11-08,21.6,11.6,62.9
2023-11-09,26.1,14.6,61.1
2023-11-10,27.2,15.0,72.4
2023-11-11,26.0,16.0,61.5
2023-11-12,24.3,13.1,75.8
2023-11-13,25.4,14.2,67.1
2023-11-14,20.4,14.3,64.8
2023-11-15,26.6,15.2,67.8
2023-11-16,23.5,15.7,66.0
2023-11-17,26.1,14.4,67.0
2023-11-18,24.8,16.6,61.8
2023-11-19,25.5,15.2,67.1
2023-11-20,26.8,15.1,70.3
2023-11-21,22.4,15.0,63.0
2023-11-22,25.1,17.1,64.6
2023-11-23,26.9,12.7,68.4
2023-11-24,25.5,12.2,69.4
2023-11-25,22.8,13.3,71.4
2023-11-26,24.0,14.7,68.2
2023-11-27,24.9,16.3,68.6
2023-11-28,23.7,14.2,71.0
2023-11-29,25.0,11.2,67.8
2023-11-30,25.0,17.8,65.8
2023-12-01,19.7,8.6,62.4
2023-12-02,17.0,9.0,62.3
2023-12-03,17.5,9.8,59.9
2023-12-04,22.4,12.4,71.0
2023-12-05,20.4,11.1,72.0
2023-12-06,19.0,12.5,59.0
2023-12-07,22.1,8.0,61.1
2023-12-08,19.8,9.8,54.9
2023-12-09,20.4,9.8,68.5
2023-12-10,21.2,7.2,63.1
2023-12-11,22.1,10.0,59.8
2023-12-12,17.7,9.7,58.9
2023-12-13,19.7,9.7,67.7
2023-12-14,18.4,10.6,58.3
2023-12-15,20.7,11.6,60.4
2023-12-16,18.1,10.2,62.7
2023-12-17,19.0,10.7,62.9
2023-12-18,21.4,8.3,65.6
2023-12-19,22.4,9.0,70.5
2023-12-20,20.6,8.4,58.4
2023-12-21,18.8,9.3,61.7
2023-12-22,20.7,9.9,61.4
2023-12-23,18.5,7.3,59.8
2023-12-24,18.0,11.4,53.0
2023-12-25,22.2,6.2,61.8
2023-12-26,20.2,8.6,58.7
2023-12-27,21.7,8.7,62.2
2023-12-28,20.3,11.1,57.6
2023-12-29,22.5,9.9,66.6
2023-12-30,17.6,11.7,62.2
2023-12-31,21.6,9.3,66.0
2024-01-01,19.2,6.5,65.0
2024-01-02,18.0,9.8,54.3
2024-01-03,18.4,8.6,58.8
2024-01-04,20.8,10.5,48.6
2024-01-05,20.6,7.1,64.3
2024-01-06,19.9,10.7,55.1
2024-01-07,19.4,8.2,63.1
2024-01-08,18.6,10.7,51.9
2024-01-09,18.9,8.6,54.7
2024-01-10,18.3,10.1,57.7
2024-01-11,16.3,8.5,49.9
2024-01-12,21.1,7.4,57.0
2024-01-13,19.4,9.1,47.3
2024-01-14,22.2,9.0,57.8
2024-01-15,21.1,7.8,51.2
2024-01-16,22.3,11.9,51.8
2024-01-17,19.0,10.5,54.5
2024-01-18,21.5,10.0,54.8
2024-01-19,20.4,8.5,60.2
2024-01-20,18.0,11.0,65.1
2024-01-21,16.0,11.5,49.2
2024-01-22,19.1,11.7,59.5
2024-01-23,20.4,9.7,55.8
2024-01-24,20.0,8.9,54.0
2024-01-25,17.0,11.6,55.1
2024-01-26,22.6,10.2,57.0
2024-01-27,17.2,8.8,55.3
2024-01-28,19.0,8.7,46.0
2024-01-29,18.5,8.8,53.2
2024-01-30,18.6,7.0,51.7
2024-01-31,21.8,7.9,53.0
2024-02-01,19.7,9.9,45.6
2024-02-02,24.8,8.7,53.1
2024-02-03,20.3,10.8,57.8
2024-02-04,21.2,10.2,36.2
2024-02-05,20.6,9.9,48.2
2024-02-06,21.6,8.6,43.9
2024-02-07,22.6,9.8,47.8
2024-02-08,22.4,10.3,48.3
2024-02-09,19.2,10.2,40.9
2024-02-10,24.4,9.1,54.4
2024-02-11,20.3,10.0,52.9
2024-02-12,21.6,10.4,46.6
2024-02-13,20.7,9.2,44.6
2024-02-14,18.0,10.0,44.5
2024-02-15,23.7,13.2,55.3
2024-02-16,19.1,9.7,47.2
2024-02-17,18.4,12.4,50.6
2024-02-18,21.7,12.9,49.7
2024-02-19,20.7,10.6,45.8
2024-02-20,22.1,8.4,49.8
2024-02-21,20.7,9.6,46.2
2024-02-22,21.0,7.8,50.1
2024-02-23,20.9,12.7,47.6
2024-02-24,22.9,10.2,47.2
2024-02-25,19.0,9.5,45.4
2024-02-26,16.9,9.8,44.8
2024-02-27,21.8,11.6,46.5
2024-02-28,23.4,11.9,50.8
2024-02-29,20.6,10.4,54.3
2024-03-01,27.0,13.8,35.3
2024-03-02,20.1,14.7,45.1
2024-03-03,26.7,13.0,41.0
2024-03-04,25.1,12.1,48.3
2024-03-05,25.8,10.9,39.2
2024-03-06,26.1,13.5,43.4
2024-03-07,24.9,10.5,38.8
2024-03-08,25.2,9.6,44.2
2024-03-09,25.3,13.1,45.7
2024-03-10,27.7,12.6,39.0
2024-03-11,21.2,9.0,42.7
2024-03-12,25.8,9.9,43.0
2024-03-13,22.9,11.9,43.1
2024-03-14,24.3,10.5,45.3
2024-03-15,24.0,9.6,45.4
2024-03-16,27.1,11.7,48.7
2024-03-17,21.4,11.9,47.5
2024-03-18,26.6,12.9,46.5
2024-03-19,23.5,13.2,46.1
2024-03-20,26.0,12.8,45.7
2024-03-21,25.0,13.1,36.0
2024-03-22,25.3,10.9,40.8
2024-03-23,24.3,12.6,37.0
2024-03-24,23.3,12.6,40.6
2024-03-25,24.3,12.5,43.1
2024-03-26,23.3,12.5,44.6
2024-03-27,21.9,13.3,38.2
2024-03-28,24.9,13.1,44.8
2024-03-29,22.1,10.9,37.5
2024-03-30,25.3,12.4,35.0
2024-03-31,25.6,13.9,40.1
2024-04-01,29.1,16.6,36.2
2024-04-02,28.5,17.0,38.9
2024-04-03,29.2,16.4,47.1
2024-04-04,29.7,16.7,38.3
2024-04-05,31.5,16.3,40.1
2024-04-06,31.6,18.1,36.5
2024-04-07,28.7,18.0,38.3
2024-04-08,32.1,16.0,48.1
2024-04-09,27.5,13.5,34.4
2024-04-10,32.8,15.2,38.5
2024-04-11,28.2,15.2,40.9
2024-04-12,29.5,15.3,38.1
2024-04-13,31.7,17.6,44.2
2024-04-14,31.5,15.9,43.8
2024-04-15,32.2,15.0,45.7
2024-04-16,24.8,13.5,34.3
2024-04-17,27.4,14.8,38.3
2024-04-18,30.7,15.2,38.7
2024-04-19,26.9,14.0,39.5
2024-04-20,27.9,17.5,40.7
2024-04-21,25.9,17.2,35.4
2024-04-22,28.5,14.7,36.9
2024-04-23,28.1,14.5,37.2
2024-04-24,28.7,17.2,43.0
2024-04-25,32.4,13.9,38.6
2024-04-26,31.4,14.6,39.5
2024-04-27,30.5,18.4,42.5
2024-04-28,29.8,16.0,42.7
2024-04-29,29.4,16.7,37.6
2024-04-30,29.0,14.9,35.8
2024-05-01,31.7,18.0,39.5
2024-05-02,32.2,17.0,43.4
2024-05-03,33.8,21.4,32.7
2024-05-04,30.6,17.8,38.6
2024-05-05,33.3,18.0,39.0
2024-05-06,34.5,18.9,35.7
2024-05-07,34.9,22.3,46.7
2024-05-08,32.9,21.1,41.9
2024-05-09,32.6,19.5,47.3
2024-05-10,33.4,18.8,36.6
2024-05-11,33.5,17.7,41.7
2024-05-12,30.7,18.0,38.2
2024-05-13,32.0,17.6,47.1
2024-05-14,34.6,18.7,38.0
2024-05-15,35.2,18.8,44.4
2024-05-16,35.0,18.6,43.9
2024-05-17,34.0,18.6,41.4
2024-05-18,32.1,14.4,40.6
2024-05-19,36.2,20.6,53.0
2024-05-20,33.3,20.4,39.6
2024-05-21,31.8,18.0,43.9
2024-05-22,34.6,16.5,44.9
2024-05-23,34.8,20.3,37.0
2024-05-24,33.5,19.6,36.8
2024-05-25,31.1,22.3,39.4
2024-05-26,32.3,16.4,39.6
2024-05-27,35.6,19.7,38.7
2024-05-28,33.3,19.7,44.5
2024-05-29,31.4,19.7,39.5
2024-05-30,32.3,18.0,38.9
2024-05-31,34.1,16.7,42.9
2024-06-01,40.1,19.9,46.5
2024-06-02,34.7,19.7,47.2
2024-06-03,38.7,20.9,55.5
2024-06-04,33.2,22.2,42.6
2024-06-05,34.5,23.3,45.5
2024-06-06,35.5,21.1,48.8
2024-06-07,33.8,22.0,48.0
2024-06-08,35.3,20.9,48.8
2024-06-09,35.2,20.5,51.8
2024-06-10,33.0,18.9,52.6
2024-06-11,33.7,21.2,51.4
2024-06-12,38.3,23.2,48.9
2024-06-13,37.1,21.5,44.5
2024-06-14,36.3,21.7,41.4
2024-06-15,35.0,21.4,53.5
2024-06-16,35.2,16.5,51.9
2024-06-17,35.1,20.3,47.3
2024-06-18,38.9,20.6,45.0
2024-06-19,34.8,20.9,54.3
2024-06-20,36.8,22.8,44.4
2024-06-21,33.8,19.0,46.0
2024-06-22,35.4,20.1,49.2
2024-06-23,35.7,20.2,47.4
2024-06-24,34.2,24.4,51.4
2024-06-25,31.2,18.8,49.5
2024-06-26,34.4,21.6,52.9
2024-06-27,33.8,20.4,52.0
2024-06-28,38.2,22.7,45.3
2024-06-29,35.1,21.0,44.5
2024-06-30,35.2,23.0,45.8
2024-07-01,34.4,22.5,50.0
2024-07-02,34.8,22.2,59.3
2024-07-03,35.5,22.1,52.7
2024-07-04,37.1,22.8,63.6
2024-07-05,43.0,23.4,54.2
2024-07-06,35.9,21.8,57.7
2024-07-07,36.7,22.6,48.3
2024-07-08,32.9,22.0,52.5
2024-07-09,36.0,23.0,56.1
2024-07-10,34.5,21.3,49.7
2024-07-11,35.1,19.9,59.1
2024-07-12,40.0,19.3,55.8
2024-07-13,33.4,21.1,54.0
2024-07-14,35.4,21.2,49.8
2024-07-15,35.4,21.2,56.3
2024-07-16,34.9,19.4,53.3
2024-07-17,37.9,20.4,57.4
2024-07-18,36.5,19.6,59.3
2024-07-19,35.8,20.2,56.9
2024-07-20,37.0,20.9,51.2
2024-07-21,35.9,23.3,55.2
2024-07-22,37.1,21.9,62.0
2024-07-23,35.6,22.1,55.8
2024-07-24,37.5,22.6,51.6
2024-07-25,33.2,22.6,52.8
2024-07-26,37.6,22.9,56.4
2024-07-27,34.8,21.8,53.1
2024-07-28,38.4,22.8,54.0
2024-07-29,34.3,24.2,52.5
2024-07-30,36.9,21.5,49.9
2024-07-31,35.4,24.2,53.3
2024-08-01,37.0,21.6,62.9
2024-08-02,32.6,23.2,58.5
2024-08-03,33.2,22.4,60.5
2024-08-04,40.2,22.1,64.5
2024-08-05,35.0,20.7,57.9
2024-08-06,33.5,21.5,70.8
2024-08-07,35.9,21.3,61.5
2024-08-08,34.1,22.1,60.2
2024-08-09,34.0,23.0,64.7
2024-08-10,36.7,24.2,66.4
2024-08-11,34.7,20.7,67.0
2024-08-12,33.2,23.8,55.1
2024-08-13,33.1,23.1,60.2
2024-08-14,36.4,22.0,62.2
2024-08-15,36.8,22.8,65.6
2024-08-16,33.0,23.4,67.2
2024-08-17,33.8,21.2,59.5
2024-08-18,35.6,20.8,71.8
2024-08-19,35.2,23.9,64.0
2024-08-20,34.9,21.1,68.1
2024-08-21,34.2,20.2,64.9
2024-08-22,35.5,21.9,64.9
2024-08-23,35.5,22.4,62.6
2024-08-24,34.1,24.0,66.1
2024-08-25,36.5,23.4,63.5
2024-08-26,39.5,20.8,61.9
2024-08-27,32.6,23.8,58.0
2024-08-28,36.1,22.5,63.8
2024-08-29,43.1,19.6,61.9
2024-08-30,32.7,21.3,62.8
2024-08-31,32.6,22.9,62.0
2024-09-01,34.0,21.3,63.4
2024-09-02,32.4,23.5,64.7
2024-09-03,33.0,21.1,68.1
2024-09-04,33.6,21.3,76.0
2024-09-05,32.3,17.9,65.4
2024-09-06,30.5,20.6,71.4
2024-09-07,34.3,20.0,65.4
2024-09-08,32.2,20.1,66.5
2024-09-09,32.1,19.7,68.3
2024-09-10,32.5,21.1,68.3
2024-09-11,36.0,21.9,71.9
2024-09-12,35.6,21.1,67.3
2024-09-13,30.1,22.5,67.2
2024-09-14,30.8,22.6,72.4
2024-09-15,33.5,20.9,73.0
2024-09-16,32.8,18.4,61.9
2024-09-17,33.0,23.0,70.8
2024-09-18,35.4,20.3,63.2
2024-09-19,33.3,20.4,69.3
2024-09-20,34.2,23.5,66.9
2024-09-21,33.1,19.2,63.0
2024-09-22,32.5,20.4,70.4
2024-09-23,32.8,19.6,67.8
2024-09-24,33.9,22.1,68.9
2024-09-25,34.2,23.1,69.5
2024-09-26,32.5,20.2,72.0
2024-09-27,32.6,18.1,70.5
2024-09-28,32.0,19.9,67.9
2024-09-29,30.2,21.0,69.4
2024-09-30,32.8,18.8,66.4
2024-10-01,28.6,18.1,67.5
2024-10-02,29.9,16.3,69.0
2024-10-03,28.6,16.6,74.9
2024-10-04,29.5,18.4,63.3
2024-10-05,31.0,17.5,67.9
2024-10-06,32.1,19.5,73.4
2024-10-07,26.8,18.8,76.4
2024-10-08,30.3,18.2,65.7
2024-10-09,33.2,19.0,70.5
2024-10-10,28.8,15.8,69.8
2024-10-11,29.9,20.4,61.6
2024-10-12,31.1,17.2,75.7
2024-10-13,30.7,16.6,63.9
2024-10-14,29.3,16.5,74.4
2024-10-15,28.9,16.3,71.9
2024-10-16,29.7,16.3,73.0
2024-10-17,28.6,20.4,65.0
2024-10-18,28.9,18.4,65.5
2024-10-19,27.7,19.9,68.7
2024-10-20,28.7,15.8,72.9
2024-10-21,31.5,17.2,71.1
2024-10-22,28.9,19.5,69.5
2024-10-23,26.9,17.9,71.2
2024-10-24,29.9,15.9,73.6
2024-10-25,26.4,19.2,71.3
2024-10-26,27.7,18.4,71.2
2024-10-27,28.1,19.7,70.4
2024-10-28,29.6,18.3,65.7
2024-10-29,27.6,17.6,69.6
2024-10-30,27.1,17.5,69.0
2024-10-31,30.4,19.1,73.8
2024-11-01,22.6,15.5,66.5
2024-11-02,22.9,13.3,66.1
2024-11-03,24.1,13.2,62.6
2024-11-04,22.5,14.7,63.3
2024-11-05,28.6,12.0,69.0
2024-11-06,22.5,14.0,73.6
2024-11-07,24.9,14.8,72.8
2024-11-08,25.6,11.8,73.9
2024-11-09,24.9,12.5,66.1
2024-11-10,25.5,14.8,68.6
2024-11-11,25.2,13.3,79.2
2024-11-12,24.4,12.4,72.7
2024-11-13,19.6,15.2,72.0
2024-11-14,25.1,14.0,67.3
2024-11-15,25.6,13.5,67.3
2024-11-16,23.5,14.7,68.8
2024-11-17,25.2,10.9,72.2
2024-11-18,23.0,16.2,71.8
2024-11-19,21.0,14.0,64.6
2024-11-20,22.4,14.5,69.9
2024-11-21,25.8,14.9,65.6
2024-11-22,28.5,16.4,70.0
2024-11-23,24.8,14.6,70.5
2024-11-24,23.6,12.6,65.0
2024-11-25,22.8,14.9,71.9
2024-11-26,26.3,12.8,71.9
2024-11-27,24.5,13.7,64.7
2024-11-28,24.9,15.9,65.7
2024-11-29,24.8,15.6,72.8
2024-11-30,24.4,14.8,68.9
2024-12-01,17.9,10.1,63.7
2024-12-02,22.5,9.3,68.3
2024-12-03,23.4,11.0,60.2
2024-12-04,20.5,9.7,67.9
2024-12-05,23.4,11.9,63.2
2024-12-06,22.0,11.5,64.4
2024-12-07,21.3,9.9,64.7
2024-12-08,22.2,9.7,60.8
2024-12-09,20.6,12.0,62.6
2024-12-10,20.6,9.2,54.9
2024-12-11,21.4,7.6,63.3
2024-12-12,21.7,8.6,59.2
2024-12-13,18.6,8.9,62.8
2024-12-14,21.5,10.6,63.2
2024-12-15,19.5,9.9,69.7
2024-12-16,17.0,12.4,70.8
2024-12-17,20.0,10.1,59.7
2024-12-18,21.3,10.0,63.9
2024-12-19,20.2,10.4,58.2
2024-12-20,20.8,10.5,71.5
2024-12-21,21.8,9.1,63.7
2024-12-22,18.6,10.2,55.6
2024-12-23,18.4,12.0,61.0
2024-12-24,21.1,9.6,63.5
2024-12-25,19.9,9.1,55.2
2024-12-26,20.2,7.7,57.4
2024-12-27,19.7,8.0,62.1
2024-12-28,17.4,11.8,59.9
2024-12-29,19.0,8.7,53.2
2024-12-30,19.3,9.9,65.0
2024-12-31,18.6,10.2,61.2
2025-01-01,16.7,10.1,55.0
2025-01-02,17.8,8.2,53.1
2025-01-03,17.3,10.8,58.9
2025-01-04,19.9,9.1,50.9
2025-01-05,17.5,7.9,51.9
2025-01-06,13.7,9.0,58.0
2025-01-07,17.8,10.0,49.5
2025-01-08,21.3,4.5,57.5
